txn_id,date,sender_account,receiver_account,amount,currency,txn_type,is_suspicious,SAR_filed
TXN-00014865,2026-03-19,CUST-003470,CUST-000702,3592.29,USD,ATM,False,False
TXN-00014866,2025-03-31,CUST-001244,CUST-002118,15608.23,USD,withdrawal,False,False
TXN-00014867,2025-07-27,CUST-003640,CUST-001852,816.4,USD,deposit,False,False
TXN-00014868,2025-04-07,CUST-002695,CUST-002411,3610.92,USD,withdrawal,False,False
TXN-00014869,2025-10-12,CUST-002826,CUST-002731,45677.34,USD,withdrawal,False,False
TXN-00014870,2026-02-06,CUST-003605,CUST-001411,4724.0,USD,wire,False,False
TXN-00014871,2025-05-04,CUST-002878,CUST-000986,18334.87,MXN,wire,False,False
TXN-00014872,2025-08-31,CUST-001598,CUST-003479,276.95,USD,deposit,False,False
TXN-00014873,2025-06-16,CUST-003265,CUST-003904,4760.12,USD,transfer,False,False
TXN-00014874,2025-06-22,CUST-001554,CUST-000914,2227.03,MXN,ATM,False,False
TXN-00014875,2025-03-28,CUST-002345,CUST-003043,985.55,MXN,wire,False,False
TXN-00014876,2025-10-30,CUST-000445,CUST-001870,2396.07,USD,withdrawal,False,False
TXN-00014877,2025-08-08,CUST-002879,CUST-004890,4776.27,EUR,withdrawal,False,False
TXN-00014878,2026-02-22,CUST-003565,CUST-004939,136.61,USD,check,False,False
TXN-00014879,2025-04-24,CUST-000146,CUST-002597,4475.49,USD,deposit,False,False
TXN-00014880,2026-03-06,CUST-004438,CUST-003259,3482.88,USD,wire,False,False
TXN-00014881,2025-04-01,CUST-002264,CUST-004240,2653.38,USD,check,False,False
TXN-00014882,2025-10-02,CUST-000987,CUST-004672,395.69,USD,check,False,False
TXN-00014883,2025-06-09,CUST-001024,CUST-000930,1654.81,EUR,withdrawal,False,False
TXN-00014884,2025-07-31,CUST-004174,CUST-001895,551.73,USD,check,False,False
TXN-00014885,2025-10-12,CUST-003736,CUST-003932,2685.93,USD,deposit,False,False
TXN-00014886,2025-08-04,CUST-002890,CUST-002943,3484.8,GBP,check,False,False
TXN-00014887,2025-06-13,CUST-001536,CUST-001786,2765.2,USD,transfer,False,False
TXN-00014888,2025-12-25,CUST-003051,CUST-001024,1638.36,USD,deposit,False,False
TXN-00014889,2025-08-13,CUST-004268,CUST-003620,782.3,USD,transfer,False,False
TXN-00014890,2026-01-25,CUST-002369,CUST-000376,3623.64,USD,transfer,False,False
TXN-00014891,2025-04-01,CUST-001129,CUST-000205,1090.13,USD,transfer,False,False
TXN-00014892,2025-08-03,CUST-000241,CUST-001559,44854.15,GBP,deposit,False,False
TXN-00014893,2025-09-04,CUST-002100,CUST-002755,3895.35,USD,check,False,False
TXN-00014894,2025-07-18,CUST-002896,CUST-002400,67.19,GBP,deposit,False,False
TXN-00014895,2025-08-03,CUST-001437,CUST-003588,1901.71,EUR,wire,False,False
TXN-00014896,2025-05-18,CUST-004774,CUST-004401,907.39,GBP,deposit,False,False
TXN-00014897,2025-06-18,CUST-004732,CUST-002355,212.82,GBP,transfer,False,False
TXN-00014898,2025-10-18,CUST-004388,CUST-003942,25527.66,GBP,ATM,False,False
TXN-00014899,2025-05-14,CUST-000949,CUST-001434,4307.9,USD,deposit,True,False
TXN-00014900,2025-11-06,CUST-004944,CUST-000588,34075.8,EUR,wire,False,False
TXN-00014901,2025-08-14,CUST-002162,CUST-004796,663.56,USD,ATM,False,False
TXN-00014902,2025-11-16,CUST-000800,CUST-003129,4475.49,USD,transfer,False,False
TXN-00014903,2025-11-15,CUST-003122,CUST-003454,4186.2,USD,transfer,False,False
TXN-00014904,2025-07-10,CUST-003909,CUST-001100,3045.32,USD,transfer,False,False
TXN-00014905,2025-07-24,CUST-001854,CUST-003695,3797.69,USD,check,False,False
TXN-00014906,2025-11-09,CUST-004063,CUST-002720,2585.34,MXN,transfer,False,False
TXN-00014907,2025-12-23,CUST-000901,CUST-003557,2362.56,USD,ATM,False,False
TXN-00014908,2026-02-07,CUST-000527,CUST-004492,26344.94,USD,withdrawal,False,False
TXN-00014909,2025-03-31,CUST-003865,CUST-002739,3218.06,USD,withdrawal,False,False
TXN-00014910,2025-12-31,CUST-004061,CUST-003289,34716.12,USD,check,False,False
TXN-00014911,2025-10-27,CUST-000752,CUST-003912,7287.89,USD,withdrawal,False,False
TXN-00014912,2025-08-10,CUST-003396,CUST-002282,2508.1,GBP,check,False,False
TXN-00014913,2025-11-25,CUST-003211,CUST-003267,328.31,GBP,transfer,False,False
TXN-00014914,2025-09-21,CUST-000361,CUST-001177,4709.9,USD,check,False,False
TXN-00014915,2025-12-23,CUST-001795,CUST-004372,30721.43,USD,ATM,False,False
TXN-00014916,2026-02-20,CUST-002827,CUST-004914,4827.61,USD,wire,False,False
TXN-00014917,2025-10-21,CUST-001381,CUST-001598,3969.71,EUR,deposit,False,False
TXN-00014918,2025-05-01,CUST-000949,CUST-003294,2693.87,USD,check,False,False
TXN-00014919,2025-10-21,CUST-004271,CUST-003316,3714.96,USD,check,False,False
TXN-00014920,2026-01-10,CUST-001236,CUST-001590,3901.0,GBP,withdrawal,False,False
TXN-00014921,2025-06-09,CUST-000105,CUST-004183,1257.18,GBP,wire,False,False
TXN-00014922,2025-07-01,CUST-000072,CUST-002309,3059.34,USD,deposit,False,False
TXN-00014923,2025-11-22,CUST-002127,CUST-004917,922.32,GBP,ATM,False,False
TXN-00014924,2025-10-15,CUST-003145,CUST-004098,625.64,GBP,deposit,False,False
TXN-00014925,2025-12-25,CUST-001690,CUST-000538,4939.11,GBP,check,False,False
TXN-00014926,2025-07-15,CUST-003173,CUST-004944,991.33,USD,check,False,False
TXN-00014927,2025-12-20,CUST-003119,CUST-002494,3445.18,USD,deposit,False,False
TXN-00014928,2025-10-05,CUST-003969,CUST-000719,3225.96,USD,withdrawal,False,False
TXN-00014929,2026-02-11,CUST-001039,CUST-003258,3497.23,USD,ATM,False,False
TXN-00014930,2025-09-03,CUST-001131,CUST-002525,2204.85,USD,check,False,False
TXN-00014931,2026-01-24,CUST-001304,CUST-004582,1482.98,EUR,deposit,False,False
TXN-00014932,2025-09-08,CUST-000356,CUST-003572,1592.11,USD,transfer,False,False
TXN-00014933,2026-02-05,CUST-000930,CUST-003876,1032.4,EUR,check,False,False
TXN-00014934,2025-11-06,CUST-003396,CUST-001024,626.73,MXN,check,False,False
TXN-00014935,2026-01-28,CUST-001778,CUST-002413,3292.73,USD,deposit,False,False
TXN-00014936,2026-03-10,CUST-003520,CUST-000831,1347.22,GBP,withdrawal,False,False
TXN-00014937,2026-01-06,CUST-002003,CUST-000911,4808.37,USD,deposit,False,False
TXN-00014938,2025-07-01,CUST-003821,CUST-001867,1418.74,USD,withdrawal,False,False
TXN-00014939,2025-05-17,CUST-003681,CUST-002296,611.87,USD,deposit,False,False
TXN-00014940,2026-01-24,CUST-002427,CUST-001744,756.04,USD,transfer,False,False
TXN-00014941,2025-09-24,CUST-002244,CUST-000158,1716.52,USD,deposit,False,False
TXN-00014942,2025-11-03,CUST-002858,CUST-000836,4890.91,EUR,ATM,False,False
TXN-00014943,2025-07-22,CUST-003406,CUST-003722,2559.49,USD,ATM,False,False
TXN-00014944,2026-03-03,CUST-003316,CUST-001073,3899.04,USD,transfer,False,False
TXN-00014945,2026-03-14,CUST-000618,CUST-004171,43415.13,EUR,check,False,False
TXN-00014946,2026-01-11,CUST-000539,CUST-000599,2468.53,USD,withdrawal,False,False
TXN-00014947,2025-07-04,CUST-001928,CUST-003409,2912.07,USD,withdrawal,False,False
TXN-00014948,2025-09-17,CUST-002183,CUST-002680,40236.76,USD,deposit,False,False
TXN-00014949,2026-01-19,CUST-002370,CUST-001679,3883.15,EUR,deposit,False,False
TXN-00014950,2025-11-16,CUST-002724,CUST-000706,939.71,USD,deposit,False,False
TXN-00014951,2026-01-06,CUST-001211,CUST-003831,18630.44,USD,deposit,False,False
TXN-00014952,2026-01-03,CUST-000954,CUST-000840,4405.26,USD,deposit,False,False
TXN-00014953,2026-01-19,CUST-000943,CUST-002968,25.69,EUR,deposit,False,False
TXN-00014954,2025-08-19,CUST-002837,CUST-003472,1609.37,MXN,wire,False,False
TXN-00014955,2025-12-17,CUST-002511,CUST-002262,2573.76,GBP,check,False,False
TXN-00014956,2026-01-25,CUST-001483,CUST-003930,3213.42,USD,withdrawal,False,False
TXN-00014957,2025-03-31,CUST-000257,CUST-003486,4935.52,USD,withdrawal,False,False
TXN-00014958,2025-06-22,CUST-001544,CUST-003275,1951.11,EUR,transfer,False,False
TXN-00014959,2026-01-08,CUST-001504,CUST-000357,2049.66,USD,ATM,False,False
TXN-00014960,2025-07-30,CUST-003796,CUST-002130,1485.85,USD,ATM,False,False
TXN-00014961,2025-06-06,CUST-003890,CUST-001455,2083.98,USD,check,False,False
TXN-00014962,2025-06-24,CUST-002264,CUST-003276,2031.59,EUR,deposit,False,False
TXN-00014963,2026-03-12,CUST-004442,CUST-001293,493.59,EUR,deposit,False,False
TXN-00014964,2026-02-17,CUST-001905,CUST-003555,4135.4,GBP,deposit,False,False
TXN-00014965,2025-04-02,CUST-003708,CUST-004156,1179.99,MXN,ATM,False,False
TXN-00014966,2025-06-17,CUST-003048,CUST-000312,1520.29,MXN,deposit,False,False
TXN-00014967,2025-04-14,CUST-002456,CUST-000102,782.2,USD,wire,False,False
TXN-00014968,2025-09-11,CUST-002959,CUST-004700,2813.3,MXN,check,False,False
TXN-00014969,2026-02-28,CUST-003547,CUST-003327,4623.91,USD,transfer,False,False
TXN-00014970,2025-07-16,CUST-004442,CUST-001240,314.1,GBP,wire,False,False
TXN-00014971,2025-05-30,CUST-002273,CUST-000832,2227.01,MXN,transfer,False,False
TXN-00014972,2025-09-23,CUST-001742,CUST-004630,1258.08,EUR,check,False,False
TXN-00014973,2025-11-04,CUST-001882,CUST-001777,1393.83,MXN,transfer,False,False
TXN-00014974,2026-01-10,CUST-004341,CUST-000877,2052.87,USD,check,False,False
TXN-00014975,2025-07-01,CUST-003591,CUST-003086,743.37,MXN,ATM,False,False
TXN-00014976,2026-01-12,CUST-002267,CUST-004010,32655.43,GBP,check,False,False
TXN-00014977,2025-08-04,CUST-004724,CUST-003510,4759.64,USD,withdrawal,False,False
TXN-00014978,2025-12-10,CUST-003008,CUST-002512,4461.21,EUR,transfer,False,False
TXN-00014979,2026-01-10,CUST-003310,CUST-004816,2089.96,USD,wire,False,False
TXN-00014980,2025-12-04,CUST-004773,CUST-004094,999.1,USD,deposit,False,False
TXN-00014981,2026-02-08,CUST-002043,CUST-002783,438.12,USD,wire,False,False
TXN-00014982,2025-06-25,CUST-000732,CUST-004130,4536.87,USD,deposit,False,False
TXN-00014983,2025-07-07,CUST-003018,CUST-002582,1302.83,MXN,ATM,False,False
TXN-00014984,2025-08-03,CUST-002232,CUST-001541,4792.88,EUR,wire,False,False
TXN-00014985,2026-02-21,CUST-004573,CUST-001648,1984.34,MXN,ATM,False,False
TXN-00014986,2025-11-19,CUST-000536,CUST-003271,2236.32,USD,withdrawal,False,False
TXN-00014987,2025-07-17,CUST-004752,CUST-000577,44534.34,MXN,wire,False,False
TXN-00014988,2025-07-13,CUST-004696,CUST-004426,3423.54,USD,wire,False,False
TXN-00014989,2026-02-02,CUST-000198,CUST-002514,992.25,EUR,withdrawal,False,False
TXN-00014990,2025-07-13,CUST-003330,CUST-001467,3287.12,EUR,check,False,False
TXN-00014991,2026-03-24,CUST-004636,CUST-000199,3461.35,EUR,deposit,False,False
TXN-00014992,2025-09-11,CUST-002025,CUST-003515,4384.03,USD,withdrawal,False,False
TXN-00014993,2025-05-09,CUST-004694,CUST-001605,1804.94,USD,check,True,False
TXN-00014994,2026-02-10,CUST-002946,CUST-004344,857.82,USD,deposit,False,False
TXN-00014995,2026-01-27,CUST-001883,CUST-001375,4539.5,GBP,transfer,False,False
TXN-00014996,2025-05-11,CUST-001615,CUST-001059,3009.08,USD,ATM,False,False
TXN-00014997,2026-03-01,CUST-003712,CUST-000782,1654.8,GBP,check,False,False
TXN-00014998,2025-12-28,CUST-001710,CUST-001754,1047.14,EUR,deposit,False,False
TXN-00014999,2026-02-26,CUST-004428,CUST-000017,3418.68,MXN,deposit,False,False
TXN-00015000,2026-03-23,CUST-000967,CUST-002904,1608.87,USD,check,False,False
TXN-00015001,2025-10-12,CUST-004637,CUST-003872,4038.54,USD,withdrawal,False,False
TXN-00015002,2025-05-03,CUST-002236,CUST-000067,705.19,EUR,transfer,False,False
TXN-00015003,2025-11-03,CUST-003446,CUST-000111,4286.14,USD,check,False,False
TXN-00015004,2025-11-25,CUST-001795,CUST-003666,1679.43,USD,transfer,False,False
TXN-00015005,2025-04-29,CUST-001393,CUST-003606,22576.59,EUR,ATM,False,False
TXN-00015006,2026-02-23,CUST-004687,CUST-004143,1599.34,USD,transfer,False,False
TXN-00015007,2025-12-05,CUST-000257,CUST-003571,2026.54,MXN,check,False,False
TXN-00015008,2025-12-16,CUST-001609,CUST-004849,3333.66,MXN,deposit,False,False
TXN-00015009,2025-11-18,CUST-002173,CUST-003079,1867.22,GBP,wire,False,False
TXN-00015010,2026-02-27,CUST-001370,CUST-003767,804.52,USD,check,False,False
TXN-00015011,2025-10-01,CUST-001307,CUST-004353,2291.27,USD,check,False,False
TXN-00015012,2025-10-30,CUST-003095,CUST-000657,883.75,USD,deposit,False,False
TXN-00015013,2025-05-09,CUST-001650,CUST-003453,32404.32,USD,deposit,False,False
TXN-00015014,2026-03-07,CUST-000631,CUST-003994,167.84,MXN,withdrawal,False,False
TXN-00015015,2026-03-04,CUST-003763,CUST-003744,788.58,USD,withdrawal,False,False
TXN-00015016,2025-11-08,CUST-001238,CUST-002809,1552.28,USD,wire,False,False
TXN-00015017,2025-06-10,CUST-000161,CUST-002075,1086.83,GBP,deposit,False,False
TXN-00015018,2025-04-07,CUST-002300,CUST-003237,1443.23,USD,ATM,False,False
TXN-00015019,2025-04-10,CUST-003514,CUST-003899,4177.42,USD,withdrawal,False,False
TXN-00015020,2025-08-22,CUST-004800,CUST-003400,4532.32,USD,transfer,False,False
TXN-00015021,2026-01-03,CUST-004231,CUST-004374,4017.27,USD,deposit,False,False
TXN-00015022,2026-01-02,CUST-004969,CUST-001279,4987.0,USD,transfer,False,False
TXN-00015023,2026-02-16,CUST-004972,CUST-002882,2294.22,EUR,deposit,False,False
TXN-00015024,2025-12-14,CUST-001611,CUST-002863,2008.88,EUR,ATM,False,False
TXN-00015025,2025-04-12,CUST-001522,CUST-001582,4259.3,EUR,deposit,False,False
TXN-00015026,2025-09-24,CUST-003320,CUST-003623,4522.51,USD,deposit,False,False
TXN-00015027,2025-10-24,CUST-001050,CUST-003811,2440.08,USD,wire,False,False
TXN-00015028,2025-07-28,CUST-002223,CUST-001034,3397.99,EUR,withdrawal,False,False
TXN-00015029,2025-10-01,CUST-001652,CUST-003171,4911.42,USD,transfer,False,False
TXN-00015030,2025-06-22,CUST-000675,CUST-000237,1681.37,USD,deposit,False,False
TXN-00015031,2025-11-28,CUST-002545,CUST-000610,1726.43,USD,withdrawal,False,False
TXN-00015032,2025-11-01,CUST-001357,CUST-001494,3960.02,GBP,wire,False,False
TXN-00015033,2025-06-25,CUST-004898,CUST-001375,1671.08,MXN,wire,False,False
TXN-00015034,2025-10-04,CUST-000046,CUST-003690,450.27,USD,deposit,False,False
TXN-00015035,2025-12-28,CUST-001841,CUST-004287,3273.45,USD,transfer,False,False
TXN-00015036,2025-08-14,CUST-002681,CUST-004118,3686.39,MXN,withdrawal,False,False
TXN-00015037,2025-04-12,CUST-002364,CUST-001227,174.04,GBP,deposit,True,True
TXN-00015038,2025-11-10,CUST-001257,CUST-001019,14933.91,EUR,deposit,False,False
TXN-00015039,2026-02-17,CUST-002659,CUST-004918,2033.33,USD,ATM,False,False
TXN-00015040,2025-06-26,CUST-002317,CUST-002367,3308.43,MXN,ATM,False,False
TXN-00015041,2025-07-01,CUST-001998,CUST-002882,2315.44,USD,deposit,False,False
TXN-00015042,2025-09-28,CUST-003347,CUST-000687,4400.23,USD,check,False,False
TXN-00015043,2025-04-13,CUST-002203,CUST-001789,3982.75,EUR,withdrawal,False,False
TXN-00015044,2025-11-22,CUST-004436,CUST-004242,3285.47,EUR,withdrawal,False,False
TXN-00015045,2025-09-26,CUST-000113,CUST-000158,4327.09,USD,wire,False,False
TXN-00015046,2025-04-10,CUST-003826,CUST-000648,1697.76,GBP,wire,False,False
TXN-00015047,2025-06-05,CUST-003256,CUST-001869,260.49,USD,wire,False,False
TXN-00015048,2026-03-18,CUST-002243,CUST-000630,688.49,EUR,withdrawal,False,False
TXN-00015049,2026-01-05,CUST-002613,CUST-002672,3052.16,USD,deposit,False,False
TXN-00015050,2025-09-30,CUST-000066,CUST-000342,3152.89,GBP,ATM,False,False
TXN-00015051,2025-09-13,CUST-001752,CUST-000831,1280.36,USD,withdrawal,False,False
TXN-00015052,2025-10-01,CUST-003735,CUST-001937,4870.46,USD,check,False,False
TXN-00015053,2025-08-31,CUST-004982,CUST-003303,426.82,USD,deposit,False,False
TXN-00015054,2026-02-27,CUST-001194,CUST-002395,3280.01,USD,wire,False,False
TXN-00015055,2025-04-14,CUST-002335,CUST-001972,2312.71,USD,check,False,False
TXN-00015056,2025-12-18,CUST-001030,CUST-004486,131.15,MXN,transfer,False,False
TXN-00015057,2025-04-08,CUST-000429,CUST-001254,2538.69,GBP,wire,False,False
TXN-00015058,2026-03-17,CUST-001196,CUST-001885,2869.75,USD,deposit,False,False
TXN-00015059,2025-07-28,CUST-002928,CUST-003174,49507.57,USD,withdrawal,False,False
TXN-00015060,2026-01-07,CUST-004427,CUST-001814,3115.01,GBP,withdrawal,False,False
TXN-00015061,2025-04-05,CUST-001430,CUST-002011,2762.75,USD,withdrawal,False,False
TXN-00015062,2026-03-04,CUST-004446,CUST-000556,2313.16,USD,transfer,False,False
TXN-00015063,2025-10-16,CUST-004505,CUST-000158,3026.54,EUR,wire,False,False
TXN-00015064,2025-11-28,CUST-003008,CUST-004579,4530.54,GBP,withdrawal,False,False
TXN-00015065,2025-05-05,CUST-002413,CUST-000887,3732.37,EUR,ATM,False,False
TXN-00015066,2025-04-10,CUST-000558,CUST-001858,4400.53,USD,deposit,False,False
TXN-00015067,2025-12-02,CUST-002887,CUST-003790,1621.48,MXN,transfer,False,False
TXN-00015068,2025-12-16,CUST-003206,CUST-003641,3903.77,MXN,ATM,False,False
TXN-00015069,2025-07-12,CUST-000164,CUST-002906,850.05,GBP,ATM,False,False
TXN-00015070,2025-11-18,CUST-000787,CUST-004767,4880.7,MXN,wire,False,False
TXN-00015071,2025-08-01,CUST-003429,CUST-000109,5404.93,EUR,transfer,False,False
TXN-00015072,2025-06-23,CUST-000563,CUST-004687,1439.84,GBP,transfer,False,False
TXN-00015073,2026-03-26,CUST-001168,CUST-000540,1904.15,USD,transfer,False,False
TXN-00015074,2025-03-28,CUST-003862,CUST-000189,477169.92,USD,wire,False,False
TXN-00015075,2025-09-21,CUST-001204,CUST-002575,1073.43,USD,wire,False,False
TXN-00015076,2025-09-06,CUST-004037,CUST-002530,28350.85,USD,deposit,False,False
TXN-00015077,2025-07-13,CUST-000690,CUST-002934,693.66,USD,wire,False,False
TXN-00015078,2025-05-21,CUST-000281,CUST-000384,2757.57,USD,deposit,False,False
TXN-00015079,2025-11-02,CUST-002129,CUST-003083,4448.03,USD,ATM,False,False
TXN-00015080,2026-02-15,CUST-002496,CUST-004031,43956.57,USD,ATM,False,False
TXN-00015081,2025-08-19,CUST-004725,CUST-000009,1247.3,USD,withdrawal,False,False
TXN-00015082,2025-06-13,CUST-002986,CUST-004467,3598.83,USD,deposit,False,False
TXN-00015083,2025-07-24,CUST-003695,CUST-002349,3306.38,USD,ATM,False,False
TXN-00015084,2025-07-19,CUST-000286,CUST-001281,1777.95,USD,ATM,False,False
TXN-00015085,2025-08-08,CUST-002541,CUST-004537,2593.87,USD,check,False,False
TXN-00015086,2025-12-22,CUST-004927,CUST-004427,1982.78,MXN,check,False,False
TXN-00015087,2025-11-19,CUST-004423,CUST-000953,2058.67,USD,ATM,False,False
TXN-00015088,2026-01-13,CUST-001961,CUST-004611,4100.54,USD,withdrawal,False,False
TXN-00015089,2025-09-02,CUST-001754,CUST-000465,1793.86,USD,check,False,False
TXN-00015090,2025-05-29,CUST-000250,CUST-003218,2548.12,USD,ATM,False,False
TXN-00015091,2026-02-18,CUST-003653,CUST-001888,4586.75,USD,deposit,False,False
TXN-00015092,2025-06-09,CUST-004220,CUST-001603,4681.9,USD,ATM,False,False
TXN-00015093,2025-07-05,CUST-001189,CUST-001825,2767.89,MXN,withdrawal,False,False
TXN-00015094,2025-07-11,CUST-004139,CUST-001465,3386.21,MXN,check,False,False
TXN-00015095,2026-01-15,CUST-000101,CUST-002203,4828.9,EUR,withdrawal,False,False
TXN-00015096,2025-10-23,CUST-003985,CUST-002358,2187.34,EUR,ATM,False,False
TXN-00015097,2025-12-03,CUST-004956,CUST-001405,730.49,GBP,wire,False,False
TXN-00015098,2025-12-20,CUST-002140,CUST-004148,3938.49,USD,check,False,False
TXN-00015099,2025-10-28,CUST-002247,CUST-001434,1073.81,GBP,withdrawal,False,False
TXN-00015100,2025-12-08,CUST-004364,CUST-004833,4374.77,USD,deposit,False,False
TXN-00015101,2025-06-09,CUST-000171,CUST-002068,7548.43,USD,transfer,False,False
TXN-00015102,2025-10-11,CUST-000690,CUST-003344,1298.32,USD,ATM,False,False
TXN-00015103,2025-11-20,CUST-003450,CUST-004566,3856.39,USD,ATM,False,False
TXN-00015104,2025-10-15,CUST-003438,CUST-001995,133.57,USD,transfer,False,False
TXN-00015105,2025-09-28,CUST-001176,CUST-000500,3172.6,USD,transfer,False,False
TXN-00015106,2026-03-03,CUST-004551,CUST-000655,3802.12,EUR,withdrawal,False,False
TXN-00015107,2026-01-16,CUST-000262,CUST-004924,821.84,GBP,wire,False,False
TXN-00015108,2026-01-01,CUST-002494,CUST-002091,1197.1,GBP,ATM,False,False
TXN-00015109,2025-05-09,CUST-001390,CUST-003668,4540.67,USD,deposit,False,False
TXN-00015110,2025-12-10,CUST-001562,CUST-000466,1822.1,MXN,ATM,False,False
TXN-00015111,2025-04-18,CUST-000461,CUST-001482,3840.17,GBP,transfer,False,False
TXN-00015112,2025-06-01,CUST-004775,CUST-001098,4229.57,USD,deposit,False,False
TXN-00015113,2025-10-09,CUST-004779,CUST-003568,3812.01,USD,check,False,False
TXN-00015114,2025-08-19,CUST-001181,CUST-002572,2849.07,EUR,wire,False,False
TXN-00015115,2025-12-11,CUST-002167,CUST-001301,4013.37,USD,wire,False,False
TXN-00015116,2026-03-10,CUST-002040,CUST-001201,453.09,MXN,deposit,False,False
TXN-00015117,2025-04-21,CUST-003368,CUST-003618,25661.61,EUR,transfer,False,False
TXN-00015118,2026-03-28,CUST-002555,CUST-004310,4540.84,USD,transfer,False,False
TXN-00015119,2025-12-21,CUST-001142,CUST-002046,32621.28,USD,ATM,False,False
TXN-00015120,2025-08-17,CUST-001225,CUST-003178,2977.91,USD,withdrawal,False,False
TXN-00015121,2025-12-21,CUST-000945,CUST-000484,2513.93,GBP,transfer,False,False
TXN-00015122,2025-10-20,CUST-002052,CUST-002344,1407.47,USD,ATM,False,False
TXN-00015123,2026-01-14,CUST-001584,CUST-003610,2153.79,USD,wire,False,False
TXN-00015124,2026-02-02,CUST-004588,CUST-004842,714.91,MXN,deposit,False,False
TXN-00015125,2025-09-18,CUST-003487,CUST-002853,4043.3,USD,transfer,False,False
TXN-00015126,2025-06-03,CUST-001243,CUST-001706,595.48,USD,withdrawal,False,False
TXN-00015127,2025-03-28,CUST-004010,CUST-000105,2906.45,GBP,withdrawal,False,False
TXN-00015128,2026-03-05,CUST-003659,CUST-000662,1485.56,MXN,ATM,False,False
TXN-00015129,2025-09-09,CUST-000803,CUST-003752,118.23,USD,transfer,False,False
TXN-00015130,2025-08-26,CUST-003032,CUST-001455,1269.59,USD,deposit,False,False
TXN-00015131,2026-03-14,CUST-004821,CUST-001692,2638.16,USD,deposit,False,False
TXN-00015132,2025-12-20,CUST-001672,CUST-002053,2721.94,USD,transfer,False,False
TXN-00015133,2025-11-24,CUST-002487,CUST-004656,2549.87,USD,transfer,False,False
TXN-00015134,2025-11-07,CUST-003801,CUST-002179,872.13,GBP,wire,False,False
TXN-00015135,2025-11-24,CUST-001469,CUST-000397,4142.04,EUR,ATM,False,False
TXN-00015136,2025-09-25,CUST-003907,CUST-000621,2575.91,USD,transfer,False,False
TXN-00015137,2026-02-11,CUST-000564,CUST-000372,1876.06,EUR,check,False,False
TXN-00015138,2025-12-28,CUST-004176,CUST-004516,714.8,EUR,deposit,False,False
TXN-00015139,2025-04-21,CUST-002836,CUST-003211,2443.5,USD,check,False,False
TXN-00015140,2025-04-12,CUST-000215,CUST-004662,83.44,GBP,ATM,False,False
TXN-00015141,2025-09-01,CUST-000125,CUST-000905,16798.04,USD,deposit,False,False
TXN-00015142,2025-12-15,CUST-001327,CUST-002907,1827.39,GBP,deposit,False,False
TXN-00015143,2025-05-25,CUST-000250,CUST-003006,1275.66,USD,deposit,False,False
TXN-00015144,2026-02-03,CUST-002155,CUST-000908,2251.19,USD,ATM,False,False
TXN-00015145,2025-07-27,CUST-001323,CUST-004205,3041.19,MXN,wire,False,False
TXN-00015146,2026-03-27,CUST-002028,CUST-001288,261.86,USD,withdrawal,False,False
TXN-00015147,2025-11-07,CUST-001998,CUST-003493,2842.75,USD,withdrawal,False,False
TXN-00015148,2025-10-28,CUST-004435,CUST-000954,434.0,EUR,wire,False,False
TXN-00015149,2025-11-19,CUST-000063,CUST-003811,225.87,USD,deposit,False,False
TXN-00015150,2025-06-28,CUST-003014,CUST-001879,329.15,GBP,transfer,False,False
TXN-00015151,2026-02-12,CUST-004647,CUST-002075,29699.23,EUR,deposit,False,False
TXN-00015152,2026-03-10,CUST-000842,CUST-000070,2629.91,USD,check,False,False
TXN-00015153,2025-06-24,CUST-004906,CUST-004628,1188.13,USD,ATM,False,False
TXN-00015154,2026-03-14,CUST-001780,CUST-003376,459.17,USD,withdrawal,False,False
TXN-00015155,2025-10-06,CUST-004725,CUST-002013,4172.45,USD,check,False,False
TXN-00015156,2025-05-19,CUST-004503,CUST-004048,57.0,EUR,deposit,False,False
TXN-00015157,2025-03-30,CUST-000370,CUST-004166,4868.03,USD,transfer,False,False
TXN-00015158,2025-08-24,CUST-004325,CUST-002404,4932.26,MXN,deposit,False,False
TXN-00015159,2026-01-04,CUST-003803,CUST-004232,897.9,GBP,wire,False,False
TXN-00015160,2025-11-19,CUST-000615,CUST-004772,4830.08,USD,transfer,False,False
TXN-00015161,2026-01-09,CUST-002781,CUST-003572,1223.46,USD,deposit,False,False
TXN-00015162,2025-09-12,CUST-003908,CUST-004065,2635.09,USD,deposit,False,False
TXN-00015163,2026-02-19,CUST-000216,CUST-002566,1205.36,GBP,check,False,False
TXN-00015164,2025-09-22,CUST-004492,CUST-001346,1121.42,USD,transfer,False,False
TXN-00015165,2025-07-14,CUST-000662,CUST-004233,2528.86,USD,transfer,False,False
TXN-00015166,2025-09-29,CUST-004667,CUST-003934,35.12,USD,wire,False,False
TXN-00015167,2025-05-19,CUST-001388,CUST-001071,2802.24,USD,withdrawal,False,False
TXN-00015168,2026-01-14,CUST-001444,CUST-000731,287.65,USD,ATM,False,False
TXN-00015169,2025-05-19,CUST-001326,CUST-003922,1167.1,GBP,withdrawal,False,False
TXN-00015170,2025-12-18,CUST-002147,CUST-001771,3482.39,USD,ATM,False,False
TXN-00015171,2025-08-01,CUST-003355,CUST-001808,1398.3,USD,withdrawal,False,False
TXN-00015172,2026-01-06,CUST-003179,CUST-000934,31318.33,USD,check,False,False
TXN-00015173,2026-01-21,CUST-002820,CUST-004665,2541.96,EUR,check,False,False
